Row ID,Order ID,Customer ID,Product ID,Order Date ID,Ship Date ID,Location ID,Ship Mode ID,Sales,Quantity,Discount,Profit,Shipping Duration
131,US-2017-164147,DW-13585,TEC-PH-10002293,1097,1100,39,3,59.97,5,0.4,-11.994,3
132,US-2017-164147,DW-13585,OFF-PA-10002377,1097,1100,39,3,78.304,2,0.2,29.364,3
133,US-2017-164147,DW-13585,OFF-FA-10002780,1097,1100,39,3,21.456,9,0.2,6.9732,3
134,CA-2016-145583,LC-16885,OFF-PA-10001804,985,991,44,2,20.04,3,0.0,9.6192,6
135,CA-2016-145583,LC-16885,OFF-PA-10001736,985,991,44,2,35.44,1,0.0,16.6568,6
136,CA-2016-145583,LC-16885,OFF-AR-10001149,985,991,44,2,11.52,4,0.0,3.456,6
137,CA-2016-145583,LC-16885,OFF-FA-10002988,985,991,44,2,4.02,2,0.0,1.9698,6
138,CA-2016-145583,LC-16885,OFF-BI-10004781,985,991,44,2,76.176,3,0.2,26.6616,6
139,CA-2016-145583,LC-16885,OFF-SU-10001218,985,991,44,2,65.88,6,0.0,18.4464,6
140,CA-2016-145583,LC-16885,FUR-FU-10001706,985,991,44,2,43.12,14,0.0,20.6976,6
141,CA-2016-110366,JD-15895,FUR-FU-10004848,947,949,11,1,82.8,2,0.2,10.35,2
142,CA-2017-106180,SH-19975,OFF-AR-10000940,1325,1330,9,2,8.82,3,0.0,2.3814,5
143,CA-2017-106180,SH-19975,OFF-EN-10004030,1325,1330,9,2,10.86,3,0.0,5.1042,5
144,CA-2017-106180,SH-19975,OFF-PA-10004327,1325,1330,9,2,143.7,3,0.0,68.976,5
145,CA-2017-155376,SG-20080,OFF-AP-10001058,1420,1425,45,2,839.43,3,0.0,218.2518,5
146,CA-2015-110744,HA-14920,OFF-ST-10003656,589,594,46,2,671.93,7,0.0,20.1579,5
147,CA-2014-110072,MG-17680,FUR-FU-10000521,284,290,47,2,93.888,4,0.2,12.9096,6
148,CA-2016-114489,JE-16165,TEC-PH-10000215,1038,1042,48,2,384.45,11,0.0,103.8015,4
149,CA-2016-114489,JE-16165,TEC-PH-10001448,1038,1042,48,2,149.97,3,0.0,5.9988,4
150,CA-2016-114489,JE-16165,FUR-CH-10000454,1038,1042,48,2,1951.84,8,0.0,585.552,4
151,CA-2016-114489,JE-16165,OFF-BI-10002735,1038,1042,48,2,171.55,5,0.0,80.6285,4
152,CA-2016-158834,TW-21025,OFF-AP-10000326,773,776,49,3,157.92,5,0.2,17.766,3
153,CA-2016-158834,TW-21025,TEC-PH-10001254,773,776,49,3,203.184,2,0.2,15.2388,3
154,CA-2015-124919,SP-20650,OFF-PA-10001950,494,496,50,3,58.38,7,0.0,26.271,2
155,CA-2015-124919,SP-20650,OFF-PA-10002254,494,496,50,3,105.52,4,0.0,48.5392,2
156,CA-2015-124919,SP-20650,OFF-ST-10001590,494,496,50,3,80.88,6,0.0,21.0288,2
157,CA-2015-118948,NK-18490,OFF-AR-10001547,491,497,5,2,6.63,3,0.0,1.7901,6
158,CA-2014-104269,DB-13060,FUR-CH-10004063,53,58,5,1,457.568,2,0.2,51.4764,5
159,CA-2016-114104,NP-18670,OFF-LA-10002475,1023,1027,51,2,14.62,2,0.0,6.8714,4
160,CA-2016-114104,NP-18670,TEC-PH-10004536,1023,1027,51,2,944.93,7,0.0,236.2325,4
161,CA-2016-162733,TT-21070,OFF-PA-10002751,832,833,2,3,5.98,1,0.0,2.691,1
162,CA-2015-119697,EM-13960,TEC-AC-10003657,700,703,11,1,54.384,2,0.2,1.3596,3
163,CA-2016-154508,RD-19900,OFF-EN-10001990,1019,1023,52,2,28.4,5,0.0,13.348,4
164,CA-2016-113817,MJ-17740,OFF-BI-10004002,1010,1014,5,2,27.68,2,0.2,9.688,4
165,CA-2014-139892,BM-11140,OFF-AR-10004441,240,244,53,2,9.936,3,0.2,2.7324,4
166,CA-2014-139892,BM-11140,TEC-MA-10000822,240,244,53,2,8159.952,8,0.4,-1359.992,4
167,CA-2014-139892,BM-11140,OFF-ST-10000991,240,244,53,2,275.928,3,0.2,-58.6347,4
168,CA-2014-139892,BM-11140,FUR-CH-10004287,240,244,53,2,1740.06,9,0.3,-24.858,4
169,CA-2014-139892,BM-11140,OFF-AR-10002656,240,244,53,2,32.064,6,0.2,6.8136,4
170,CA-2014-139892,BM-11140,OFF-AP-10002518,240,244,53,2,177.98,5,0.8,-453.849,4
171,CA-2014-139892,BM-11140,TEC-PH-10003931,240,244,53,2,143.976,3,0.2,8.9985,4
172,CA-2014-118962,CS-12130,OFF-PA-10000659,206,210,2,2,20.94,3,0.0,9.8418,4
173,CA-2014-118962,CS-12130,OFF-PA-10001144,206,210,2,2,110.96,2,0.0,53.2608,4
174,CA-2014-118962,CS-12130,FUR-CH-10003817,206,210,2,2,340.144,7,0.2,21.259,4
175,US-2014-100853,JB-15400,OFF-AP-10000891,246,251,23,2,52.448,2,0.8,-131.12,5
176,US-2014-100853,JB-15400,OFF-LA-10003148,246,251,23,2,20.16,4,0.2,6.552,5
177,US-2017-152366,SJ-20500,OFF-AP-10002684,1175,1179,13,1,97.264,4,0.8,-243.16,4
178,US-2015-101511,JE-15745,FUR-CH-10004698,663,665,47,1,396.802,7,0.3,-11.3372,2
179,US-2015-101511,JE-15745,OFF-SU-10002189,663,665,47,1,15.88,5,0.2,-3.7715,2
180,CA-2015-137225,JK-15640,OFF-AR-10001940,687,691,21,2,3.28,1,0.0,1.4104,4
181,CA-2014-166191,DK-13150,OFF-ST-10003455,328,332,54,1,24.816,2,0.2,1.8612,4
182,CA-2014-166191,DK-13150,TEC-AC-10004659,328,332,54,1,408.744,7,0.2,76.6395,4
183,CA-2014-158274,RM-19675,TEC-PH-10003273,312,317,55,1,503.96,4,0.0,131.0296,5
184,CA-2014-158274,RM-19675,TEC-PH-10004896,312,317,55,1,149.95,5,0.0,41.986,5
185,CA-2014-158274,RM-19675,TEC-AC-10002345,312,317,55,1,29.0,2,0.0,7.25,5
186,CA-2016-105018,SK-19990,OFF-BI-10001890,1031,1035,56,2,7.16,2,0.0,3.4368,4
187,CA-2014-123260,FM-14290,TEC-AC-10002323,227,231,2,2,176.8,8,0.0,22.984,4
188,CA-2016-157000,AM-10360,OFF-ST-10001328,896,902,57,2,37.224,3,0.2,3.7224,6
189,CA-2016-157000,AM-10360,OFF-PA-10001950,896,902,57,2,20.016,3,0.2,6.255,6
190,CA-2015-102281,MP-17470,FUR-BO-10002613,624,626,21,3,899.136,4,0.2,112.392,2
191,CA-2015-102281,MP-17470,TEC-PH-10001552,624,626,21,3,71.76,6,0.0,20.0928,2
192,CA-2015-102281,MP-17470,OFF-PA-10000061,624,626,21,3,51.84,8,0.0,24.8832,2
193,CA-2015-102281,MP-17470,FUR-BO-10002545,624,626,21,3,626.352,3,0.2,46.9764,2
194,CA-2015-102281,MP-17470,OFF-AR-10003514,624,626,21,3,19.9,5,0.0,6.567,2
195,CA-2015-131457,MZ-17515,OFF-EN-10001509,642,648,58,2,14.28,7,0.0,6.7116,6
196,CA-2014-140004,CB-12025,OFF-AR-10004685,73,77,59,2,7.408,2,0.2,1.2038,4
197,CA-2014-140004,CB-12025,OFF-AR-10004027,73,77,59,2,6.048,3,0.2,1.5876,4
198,CA-2017-107720,VM-21685,OFF-ST-10001414,1374,1381,60,2,46.26,3,0.0,12.0276,7
199,US-2017-124303,FH-14365,OFF-BI-10000343,1251,1258,11,2,2.946,2,0.7,-2.2586,7
200,US-2017-124303,FH-14365,OFF-PA-10002749,1251,1258,11,2,16.056,3,0.2,5.8203,7
201,CA-2017-105074,MB-17305,OFF-PA-10002666,1239,1244,61,2,21.744,3,0.2,6.795,5
202,CA-2014-133690,BS-11755,FUR-TA-10004289,204,206,62,3,218.75,2,0.5,-161.875,2
203,CA-2014-133690,BS-11755,OFF-AP-10003622,204,206,62,3,2.6,1,0.2,0.2925,2
204,US-2017-116701,LC-17140,OFF-AP-10003217,1415,1419,63,1,66.284,2,0.8,-178.9668,4
205,CA-2017-126382,HK-14890,FUR-FU-10002960,1218,1222,64,2,35.168,7,0.2,9.6712,4
206,CA-2017-108329,LE-16810,TEC-PH-10001918,1407,1412,65,2,444.768,4,0.2,44.4768,5
207,CA-2017-135860,JH-15985,OFF-ST-10000642,1399,1405,66,2,83.92,4,0.0,5.8744,6
208,CA-2017-135860,JH-15985,TEC-PH-10001700,1399,1405,66,2,131.98,2,0.0,35.6346,6
209,CA-2017-135860,JH-15985,OFF-BI-10003274,1399,1405,66,2,15.92,4,0.0,7.4824,6
210,CA-2017-135860,JH-15985,OFF-FA-10000134,1399,1405,66,2,52.29,9,0.0,16.2099,6
211,CA-2017-135860,JH-15985,OFF-ST-10001522,1399,1405,66,2,91.99,1,0.0,3.6796,6
212,CA-2015-101007,MS-17980,TEC-AC-10001266,387,390,63,1,20.8,2,0.2,6.5,4
213,CA-2015-146262,VW-21775,OFF-LA-10004544,356,363,67,2,23.68,2,0.2,8.88,7
214,CA-2015-146262,VW-21775,FUR-BO-10004695,356,363,67,2,452.45,5,0.5,-244.323,7
215,CA-2015-146262,VW-21775,TEC-PH-10002844,356,363,67,2,62.982,3,0.4,-14.6958,7
216,CA-2015-146262,VW-21775,TEC-MA-10000864,356,363,67,2,1188.0,9,0.7,-950.4,7
217,CA-2015-146262,VW-21775,TEC-AC-10000109,356,363,67,2,89.584,2,0.2,4.4792,7
218,CA-2016-130162,JH-15910,OFF-ST-10001328,1000,1004,2,2,93.06,6,0.0,26.0568,4
219,CA-2016-130162,JH-15910,TEC-PH-10002563,1000,1004,2,2,302.376,3,0.2,22.6782,4
220,CA-2015-169397,JB-15925,OFF-FA-10000585,696,699,68,3,5.584,2,0.2,1.8148,3
221,CA-2015-169397,JB-15925,OFF-PA-10004000,696,699,68,3,22.704,6,0.2,8.2302,3
222,CA-2015-169397,JB-15925,OFF-BI-10002852,696,699,68,3,19.776,4,0.7,-13.8432,3
223,CA-2015-169397,JB-15925,FUR-FU-10000087,696,699,68,3,72.704,4,0.2,19.0848,3
224,CA-2015-169397,JB-15925,TEC-MA-10001148,696,699,68,3,479.988,4,0.7,-383.9904,3
225,CA-2015-169397,JB-15925,OFF-AR-10001958,696,699,68,3,27.168,2,0.2,2.7168,3
226,CA-2015-163055,DS-13180,OFF-AR-10001026,561,568,69,2,2.2,1,0.0,0.968,7
227,CA-2015-163055,DS-13180,FUR-TA-10003748,561,568,69,2,622.45,5,0.0,136.939,7
228,CA-2015-163055,DS-13180,OFF-ST-10002485,561,568,69,2,21.98,1,0.0,0.2198,7
229,US-2015-145436,VD-21670,FUR-CH-10004860,403,407,70,2,161.568,2,0.2,-28.2744,4
230,US-2015-145436,VD-21670,FUR-CH-10004477,403,407,70,2,389.696,8,0.2,43.8408,4
231,US-2014-156216,EA-14035,OFF-BI-10001679,245,249,36,2,18.648,7,0.7,-12.432,4
232,US-2017-100930,CS-12400,FUR-TA-10001705,1161,1166,71,2,233.86,2,0.45,-102.048,5
233,US-2017-100930,CS-12400,FUR-TA-10003473,1161,1166,71,2,620.6145,3,0.45,-248.2458,5
234,US-2017-100930,CS-12400,OFF-BI-10001679,1161,1166,71,2,5.328,2,0.7,-3.552,5
235,US-2017-100930,CS-12400,FUR-FU-10004017,1161,1166,71,2,258.072,3,0.2,0.0,5
236,US-2017-100930,CS-12400,TEC-AC-10003832,1161,1166,71,2,617.976,3,0.2,-7.7247,5
237,CA-2017-160514,DB-13120,OFF-PA-10002479,1380,1384,72,2,10.56,2,0.0,4.752,4
238,CA-2016-157749,KL-16645,OFF-PA-10003349,856,860,23,1,25.92,5,0.2,9.396,5
239,CA-2016-157749,KL-16645,FUR-FU-10000576,856,860,23,1,419.68,5,0.6,-356.728,5
240,CA-2016-157749,KL-16645,FUR-FU-10004351,856,860,23,1,11.688,3,0.6,-4.6752,5
241,CA-2016-157749,KL-16645,TEC-PH-10000011,856,860,23,1,31.984,2,0.2,11.1944,5
242,CA-2016-157749,KL-16645,FUR-TA-10002607,856,860,23,1,177.225,5,0.5,-120.513,5
243,CA-2016-157749,KL-16645,FUR-FU-10002505,856,860,23,1,4.044,3,0.6,-2.8308,5
244,CA-2016-157749,KL-16645,OFF-AR-10004685,856,860,23,1,7.408,2,0.2,1.2038,5
245,CA-2014-131926,DW-13480,FUR-CH-10004063,143,148,73,1,2001.86,7,0.0,580.5394,5
246,CA-2014-131926,DW-13480,OFF-ST-10002276,143,148,73,1,166.72,2,0.0,41.68,5
247,CA-2014-131926,DW-13480,OFF-PA-10004082,143,148,73,1,47.88,6,0.0,23.94,5
248,CA-2014-131926,DW-13480,OFF-AP-10002945,143,148,73,1,1503.25,5,0.0,496.0725,5
249,CA-2014-131926,DW-13480,OFF-PA-10000061,143,148,73,1,25.92,4,0.0,12.4416,5
250,CA-2016-154739,LH-17155,FUR-CH-10002965,1043,1048,9,1,321.568,2,0.2,28.1372,5
251,CA-2016-145625,KC-16540,OFF-PA-10004569,953,959,74,2,7.61,1,0.0,3.5767,6
252,CA-2016-145625,KC-16540,TEC-AC-10003832,953,959,74,2,3347.37,13,0.0,636.0003,6
253,CA-2016-146941,DL-13315,OFF-ST-10001228,1043,1046,21,3,80.58,6,0.0,22.5624,3
254,CA-2016-146941,DL-13315,OFF-EN-10003296,1043,1046,21,3,361.92,4,0.0,162.864,3
255,US-2015-159982,DR-12880,FUR-FU-10002505,670,676,23,2,12.132,9,0.6,-8.4924,6
256,US-2015-159982,DR-12880,OFF-ST-10004804,670,676,23,2,82.368,2,0.2,-19.5624,6
257,US-2015-159982,DR-12880,OFF-ST-10001590,670,676,23,2,53.92,5,0.2,4.044,6
258,US-2015-159982,DR-12880,TEC-PH-10001580,670,676,23,2,647.904,6,0.2,56.6916,6
259,CA-2017-163139,CC-12670,TEC-AC-10000290,1399,1401,21,1,20.37,3,0.0,6.9258,2
